Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
526,18,Male,High School,Other,1.6,Snapchat,No,8.4,7.7,Positive
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Negative
527,21,Male,High School,UK,4.7,TikTok,Yes,6.2,6.3,Neutral
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,Negative
528,22,Male,Undergraduate,USA,5.5,YouTube,Yes,5.2,4.6,Negative
528,22,Male,Graduate,Poland,4,Facebook,No,8.1,7,Positive
529,18,Female,High School,USA,1.9,YouTube,No,7.9,7.2,Positive
529,19,Female,Undergraduate,India,7,WhatsApp,Yes,5.8,5,Negative
530,20,Female,High School,Germany,8.2,Snapchat,Yes,4.8,4,Negative
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Negative
531,18,Female,Graduate,UK,3.5,Facebook,No,7.9,8.5,Positive
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Negative
532,22,Female,Undergraduate,Other,7.9,YouTube,Yes,5.1,4.9,Negative
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,Positive
533,21,Female,High School,Other,1.7,Twitter,No,7.3,8,Positive
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Positive
534,18,Female,Graduate,UK,6.7,Facebook,Yes,5.8,4.6,Negative
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,Negative
535,19,Male,High School,India,5.3,Snapchat,Yes,7,6.8,Neutral
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Negative
536,23,Female,High School,USA,7.7,YouTube,No,4.9,5.8,Negative
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Negative
537,21,Male,Undergraduate,Other,6.2,Instagram,Yes,4.7,5.7,Negative
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,Negative
538,24,Male,Graduate,Other,7.8,TikTok,Yes,5,4.8,Negative
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Positive
539,21,Male,High School,UK,3.5,Instagram,No,8.5,8.4,Positive
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,Negative
540,19,Male,Undergraduate,Canada,7.7,Facebook,Yes,5.4,4.4,Negative
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Negative
541,24,Female,High School,Other,7.7,Instagram,Yes,4.8,4.8,Negative
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Negative
542,21,Male,Undergraduate,Other,6.5,Instagram,Yes,5.6,4.3,Negative
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,Positive
543,21,Male,Undergraduate,Other,8.2,Snapchat,No,4.9,5.6,Negative
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Positive
544,19,Male,Undergraduate,Other,3.6,Instagram,Yes,8.7,8.5,Positive
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,Negative
545,23,Female,Graduate,UK,5.7,Snapchat,Yes,5.5,4.5,Negative
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Negative
546,24,Female,Graduate,Other,3.8,Facebook,No,7.4,6.3,Neutral
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Negative
547,22,Male,Undergraduate,Australia,2.2,YouTube,No,8.6,8.6,Positive
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,Negative
548,20,Female,Undergraduate,USA,5.1,Twitter,Yes,6.5,6.9,Neutral
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Positive
549,21,Male,High School,Germany,1.9,Instagram,Yes,8.7,8.1,Positive
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,Negative
550,23,Male,Undergraduate,Other,6.9,Snapchat,Yes,5.7,5.7,Negative
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Negative
551,19,Female,Undergraduate,Other,8.3,Twitter,No,4.7,4.6,Negative
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Negative
552,24,Male,Undergraduate,Other,1.7,Instagram,No,7.7,8.7,Positive
552,22,Male,Graduate,China,4,WeChat,No,8.3,7,Positive
553,21,Male,High School,Other,1.8,LinkedIn,No,9,8.2,Positive
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Positive
554,24,Male,Graduate,Other,6.3,Snapchat,No,5.3,4.3,Negative
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,Negative
555,18,Male,Undergraduate,Other,4.5,LinkedIn,No,6.1,6.4,Neutral
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Negative
556,22,Female,Undergraduate,Other,4.5,Instagram,Yes,6.6,6.8,Neutral
556,22,Male,Graduate,Malaysia,6,WhatsApp,Yes,6.3,6,Negative
557,24,Female,Undergraduate,Other,5.9,Twitter,Yes,4.9,4.1,Negative
557,19,Female,Undergraduate,UAE,7,Instagram,Yes,6,5,Negative
558,22,Female,High School,Other,8,Instagram,Yes,4.9,4,Negative
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Positive
559,19,Male,High School,USA,5.8,LinkedIn,Yes,5.3,5,Negative
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,Negative
560,21,Female,High School,Other,8.1,YouTube,Yes,5.6,4.5,Negative
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Negative
561,21,Female,Undergraduate,Canada,7.7,Twitter,Yes,5.6,4.5,Negative
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Negative
562,19,Female,High School,Other,5.4,YouTube,No,6.4,6.6,Neutral
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,Positive
563,23,Male,Undergraduate,Other,5.2,TikTok,Yes,6.8,6.9,Neutral
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Positive
564,23,Female,Undergraduate,Other,1.6,LinkedIn,No,8.6,7.6,Positive
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,Negative
565,18,Male,Graduate,Other,6.7,YouTube,Yes,5.8,4.5,Negative
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Negative
566,18,Female,High School,USA,5.9,Twitter,No,4.5,5.8,Negative
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Negative
567,23,Female,High School,Other,2,Facebook,No,7.9,7.1,Positive
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,Negative
568,23,Female,Undergraduate,Germany,7.9,Instagram,Yes,5.6,5.1,Negative
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Positive
569,20,Female,Graduate,USA,6.4,Facebook,Yes,5.5,5.7,Negative
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,Negative
570,22,Female,High School,UK,3.6,Instagram,Yes,7.1,6,Neutral
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,Negative
571,19,Female,High School,Other,6.2,YouTube,Yes,5.8,4.3,Negative
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Negative
572,21,Male,Undergraduate,Other,5.5,Facebook,Yes,5.7,6,Negative
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,Positive
573,19,Female,High School,Other,5.4,Facebook,No,6.7,6.6,Neutral
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Negative
574,22,Female,Undergraduate,Other,7.9,LinkedIn,No,5.6,5.3,Negative
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Negative
575,21,Male,Undergraduate,Other,6.7,Facebook,Yes,4.6,4.5,Negative
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,Positive
576,19,Male,Undergraduate,USA,3.9,Twitter,Yes,6.6,6.9,Neutral
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Negative
577,20,Male,High School,UK,7.4,Instagram,Yes,5.2,5,Negative
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,Negative
578,20,Male,High School,Other,2.8,LinkedIn,No,8.5,8.7,Positive
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Negative
579,23,Female,High School,Other,7.5,Instagram,Yes,5.9,5.2,Negative
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Positive
580,21,Female,High School,Other,2.6,LinkedIn,No,8.9,8.3,Positive
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,Negative
581,19,Male,Undergraduate,Other,8,Twitter,Yes,4.8,4.9,Negative
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Negative
582,20,Female,High School,Other,6.1,YouTube,Yes,5.1,4.1,Negative
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,Positive
583,18,Male,High School,Other,3.7,Instagram,No,6.3,6.5,Neutral
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,5,Negative
584,22,Female,Undergraduate,Canada,4.1,YouTube,Yes,7.2,6.3,Neutral
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,Negative
585,22,Male,Undergraduate,Other,4.1,Facebook,No,6.7,6.3,Neutral
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Positive
586,24,Female,Undergraduate,Other,8.2,Twitter,Yes,5,4.7,Negative
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Negative
587,22,Male,Graduate,USA,3.7,TikTok,No,7.1,7.5,Positive
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,Positive
588,22,Male,Undergraduate,Other,2.6,YouTube,No,7.7,8.9,Positive
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Negative
589,20,Male,Graduate,Other,7.2,Facebook,Yes,5.6,5.6,Negative
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,Positive
590,22,Female,Undergraduate,Other,7.9,Instagram,Yes,5.4,4.7,Negative
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Negative
591,21,Female,Graduate,Other,6.7,YouTube,Yes,5.5,4.9,Negative
591,19,Female,Undergraduate,India,7,Instagram,Yes,5.8,4,Negative
592,22,Female,Graduate,USA,3.8,Facebook,Yes,6.9,6.5,Neutral
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,Positive
593,21,Female,High School,Other,3.3,LinkedIn,No,8.9,7.9,Positive
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Negative
594,19,Female,High School,Other,4.6,Snapchat,No,6.2,6.2,Neutral
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,Negative
595,21,Male,Undergraduate,Other,5.2,Facebook,No,7.3,6.6,Neutral
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Negative
596,21,Male,Undergraduate,India,7.6,Facebook,Yes,5.8,4.8,Negative
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Negative
597,20,Female,Graduate,Other,5.9,YouTube,Yes,5,5.6,Negative
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,Positive
598,20,Male,Graduate,Australia,2.4,YouTube,No,8.7,7.2,Positive
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Negative
599,22,Female,High School,Other,1.9,Snapchat,No,8.4,8.1,Positive
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,Positive
600,24,Female,Graduate,Other,3.6,Facebook,No,8.4,8.9,Positive
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Negative
601,18,Male,Graduate,Germany,6.1,YouTube,Yes,4.6,5.1,Negative
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,Negative
602,22,Female,High School,Other,6.9,Snapchat,Yes,4.6,4.3,Negative
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Positive
603,22,Male,Graduate,Other,5.9,Twitter,No,4.7,5.4,Negative
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Negative
604,21,Female,High School,Other,6.2,Facebook,No,5.1,4.6,Negative
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,Positive
605,22,Female,High School,USA,1.7,LinkedIn,No,7.9,8.3,Positive
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Negative
606,19,Female,Undergraduate,India,5.8,Facebook,Yes,7.4,6.5,Neutral
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,Positive
607,20,Female,Undergraduate,Other,6.4,TikTok,No,5.8,4.1,Negative
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Negative
608,24,Female,High School,Other,7.5,Facebook,Yes,5,4.4,Negative
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Negative
609,23,Male,Undergraduate,India,1.8,TikTok,Yes,8.7,7.5,Positive
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,Positive
610,24,Male,Graduate,India,2.7,Instagram,No,8.6,7.8,Positive
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Negative
611,20,Male,Undergraduate,Other,8,TikTok,No,4.9,4.8,Negative
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,Negative
612,19,Male,High School,Other,6.5,TikTok,Yes,5,4.2,Negative
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Negative
613,21,Female,Graduate,Other,4.9,LinkedIn,Yes,6.8,6.3,Neutral
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,Positive
614,19,Male,High School,Other,2.7,Instagram,No,8.5,7.6,Positive
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Negative
615,20,Female,Graduate,USA,2.9,Twitter,No,7.3,7.1,Positive
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Negative
616,23,Female,Undergraduate,India,1.7,Twitter,No,7,8.9,Positive
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,Positive
617,23,Female,High School,Other,5.8,Snapchat,No,6.9,6.1,Neutral
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Negative
618,23,Female,Graduate,Canada,2.8,Twitter,No,7.4,8.4,Positive
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,Negative
619,21,Male,Undergraduate,Other,5.2,YouTube,Yes,6.6,6.3,Neutral
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Positive
620,22,Male,High School,Other,7.6,Snapchat,Yes,5.9,6,Negative
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Negative
621,24,Male,Undergraduate,India,3.8,Facebook,No,6.3,6.8,Neutral
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,Positive
622,22,Female,Undergraduate,Other,6.6,YouTube,Yes,5,4.1,Negative
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Negative
623,22,Female,Undergraduate,Other,3.8,TikTok,No,7.4,6.8,Neutral
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,Positive
624,22,Female,Graduate,Canada,6.8,Instagram,Yes,5.4,4.4,Negative
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Negative
625,19,Female,Undergraduate,Other,6.2,TikTok,Yes,5,4.8,Negative
625,24,Female,Graduate,India,7,TikTok,Yes,5.8,4,Negative
626,22,Male,High School,Other,1.6,TikTok,No,7.7,7.8,Positive
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,Positive
627,23,Female,High School,Other,7.7,Snapchat,Yes,5.3,5.3,Negative
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Negative
628,22,Female,Undergraduate,Other,4.1,TikTok,No,6.4,6.9,Neutral
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,Negative
629,19,Female,Graduate,India,3.8,LinkedIn,No,7.4,6.9,Neutral
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Negative
630,24,Male,Undergraduate,Other,3.2,Twitter,No,7.8,8.4,Positive
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,Positive
631,20,Male,Undergraduate,Other,5.5,Instagram,No,6.8,6.8,Neutral
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Negative
632,21,Female,Undergraduate,Other,3.3,Facebook,No,8.2,8.6,Positive
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Negative
633,21,Male,Graduate,India,7.8,Facebook,Yes,5.5,5.7,Negative
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,Positive
634,24,Male,High School,Other,3.7,Instagram,No,7.4,8.7,Positive
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Negative
635,23,Female,Graduate,Other,4.7,Twitter,No,7.3,6.3,Neutral
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,Negative
636,24,Female,Undergraduate,Germany,5.5,Twitter,Yes,4.6,4.8,Negative
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Positive
637,20,Male,High School,Other,8.2,Twitter,Yes,5.2,5.4,Negative
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Negative
638,22,Female,High School,UK,5.1,Facebook,Yes,7.1,6.1,Neutral
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,Positive
639,18,Male,Undergraduate,Other,7.3,LinkedIn,Yes,5.1,4.1,Negative
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Negative
640,24,Female,High School,Other,4.6,TikTok,No,6.8,6.5,Neutral
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,Positive
641,21,Female,Undergraduate,Australia,7,Facebook,Yes,5.9,4.1,Negative
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Negative
642,20,Female,High School,Other,6.3,YouTube,Yes,5.2,4.6,Negative
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Negative
643,22,Female,High School,Australia,8,Facebook,Yes,5.1,4.9,Negative
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,Positive
644,24,Female,Graduate,Australia,3.8,Instagram,No,7.3,6.5,Neutral
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6,5,Negative
645,24,Female,Graduate,Other,8.2,YouTube,Yes,4.5,5.6,Negative
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,Negative
646,21,Male,High School,Canada,7.1,TikTok,Yes,4.5,4.5,Negative
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Negative
647,22,Female,Undergraduate,USA,4.2,LinkedIn,No,6.8,6.5,Neutral
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,Positive
648,23,Male,Undergraduate,USA,4.7,YouTube,Yes,6.9,6.2,Neutral
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Negative
649,18,Male,Graduate,India,3,Instagram,Yes,7.7,8.5,Positive
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Negative
650,20,Male,High School,Other,5.5,Instagram,No,6.7,6.8,Neutral
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,Positive
651,23,Male,Undergraduate,Other,6.1,LinkedIn,No,5.6,4.5,Negative
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Negative
652,22,Female,Undergraduate,Other,3.7,TikTok,Yes,7.1,6.7,Neutral
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,Negative
653,18,Male,High School,Australia,4.4,Twitter,Yes,6.1,6.5,Neutral
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Positive
654,24,Female,High School,Other,3,TikTok,No,8.1,8,Positive
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Negative
655,22,Female,Graduate,India,4.8,Instagram,No,7,6.3,Neutral
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,Positive
656,21,Female,Undergraduate,Germany,4.4,Facebook,Yes,6.5,6.5,Neutral
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Negative
657,18,Female,Graduate,Other,2.8,Twitter,No,8.6,8,Positive
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,Positive
658,23,Female,Undergraduate,Other,5.6,YouTube,No,6.6,6.5,Neutral
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Negative
659,19,Female,Graduate,Other,6.1,LinkedIn,Yes,5.8,4.1,Negative
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Negative
660,18,Male,High School,Other,5.9,Facebook,No,6.1,6.2,Neutral
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,Positive
661,19,Male,Graduate,Other,5.8,Snapchat,Yes,5.6,4.5,Negative
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,Negative
662,21,Male,High School,India,4.5,LinkedIn,Yes,7.5,7,Neutral
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,Negative
663,21,Female,Undergraduate,India,4.4,LinkedIn,Yes,6.4,6.4,Neutral
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Negative
664,19,Male,High School,Other,5.2,Facebook,Yes,6.5,6.1,Neutral
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,Positive
665,20,Male,Undergraduate,Other,6,Snapchat,No,5.8,4.9,Negative
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Negative
666,21,Male,Undergraduate,UK,7.6,LinkedIn,Yes,6,4.5,Negative
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Negative
667,20,Female,Graduate,UK,2.9,TikTok,No,7.5,7.9,Positive
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,Positive
668,24,Male,Undergraduate,Other,7.4,Twitter,Yes,5.3,4.1,Negative
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Negative
669,24,Male,High School,Other,7,LinkedIn,Yes,5,4.5,Negative
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,Negative
670,23,Female,High School,Other,7.6,Instagram,Yes,4.7,5.6,Negative
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Positive
671,19,Male,High School,India,5.6,LinkedIn,No,6.9,6.6,Neutral
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Negative
672,24,Female,Graduate,Other,1.7,TikTok,No,8.7,8,Positive
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,Positive
673,21,Female,Undergraduate,Other,4.1,YouTube,No,6.2,6.6,Neutral
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Negative
674,22,Male,Undergraduate,USA,3.8,YouTube,No,7.9,7.3,Positive
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,Positive
675,22,Male,Undergraduate,Other,6.2,TikTok,No,5.2,5.8,Negative
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Negative
676,19,Male,Graduate,Other,7,YouTube,Yes,5.4,5.9,Negative
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Negative
677,20,Male,High School,Other,7.9,Twitter,Yes,5.4,5.3,Negative
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,Positive
678,20,Male,Graduate,USA,6.5,Twitter,Yes,4.5,4.2,Negative
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6,5,Negative
679,20,Male,Graduate,USA,4.1,LinkedIn,No,7.2,6.8,Neutral
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,Negative
680,21,Female,High School,Other,7.6,TikTok,Yes,5.2,4.1,Negative
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Negative
681,18,Male,Undergraduate,Other,2.3,TikTok,No,8.1,7.1,Positive
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,Positive
682,19,Female,High School,USA,5.2,YouTube,No,7,6.7,Neutral
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Negative
683,24,Male,Graduate,Other,3.8,TikTok,Yes,6,6.1,Neutral
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Negative
684,23,Male,Graduate,Other,7.5,Instagram,Yes,5.7,4.5,Negative
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,Positive
685,23,Male,High School,Other,4.9,Facebook,Yes,6.3,6.1,Neutral
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Negative
686,18,Male,Undergraduate,Other,7,Snapchat,Yes,5.4,5.3,Negative
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,Negative
687,24,Male,High School,Other,7.7,LinkedIn,Yes,5.8,4.4,Negative
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Positive
688,18,Male,Graduate,Other,1.6,Snapchat,No,8.1,8.6,Positive
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Negative
689,24,Male,High School,Other,5.6,TikTok,Yes,5.6,5.3,Negative
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,Positive
690,22,Male,High School,India,6.6,TikTok,Yes,4.7,4.3,Negative
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Negative
691,23,Male,Undergraduate,India,2,TikTok,No,7.2,8.6,Positive
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,Positive
692,21,Male,High School,Germany,3.6,Instagram,No,7.1,8.5,Positive
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Negative
693,24,Male,Undergraduate,Other,1.6,Snapchat,No,8.9,7.4,Positive
693,19,Female,Undergraduate,India,7,TikTok,Yes,5.8,4,Negative
694,21,Female,Graduate,Other,3.8,LinkedIn,No,7.4,7.3,Positive
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,Positive
695,24,Female,Graduate,Other,5.7,Snapchat,Yes,6.9,6.4,Neutral
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Negative
696,19,Female,Graduate,Other,6.7,Twitter,Yes,6,4.6,Negative
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,Negative
697,24,Female,High School,Other,3.8,Facebook,Yes,7.5,8.8,Positive
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Negative
698,21,Female,Graduate,Germany,7.1,LinkedIn,Yes,5.5,4.4,Negative
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,Positive
699,22,Female,Graduate,USA,6.5,YouTube,Yes,5.4,5,Negative
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Negative
700,21,Male,Undergraduate,Other,7.7,Instagram,No,5.8,5.1,Negative
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Negative
701,24,Male,Graduate,USA,4.4,TikTok,No,6.3,6.2,Neutral
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,Positive
702,23,Male,High School,UK,2.6,LinkedIn,No,8.8,8.1,Positive
